"","X","Sample","UWA.con.number","Time.x","Site.x","Location.x","Status.x","Depth.x","Maxn.analyst","Maxn.complete.yyyymmdd","Maxn.checker","Curtin.Observer","Curtin.length.analyst","Observer.x","Successful.count.x","Successful.length.x","Left.cam","Right.cam","Video.notes","Con.hdd.number","Raw.hdd.number","Habitat.image.saved","Vis.in.metres","Habitat.classification","Length.analyst","Length.complete.date.yyyymmdd","Notes","Latitude","Longitude","Date","Time.y","Location.y","Status.y","Site.y","Depth.y","Observer.y","Successful.count.y","Successful.length.y","Comment"
"299","2014-12_Geographe.Bay_stereoBRUVs","12RC2","1","08:23:00",NA,"Geographe Bay","Multiple Use Zone","17.6","","","","Lauren","Lauren","","","",19,20,"","2",NA,NA,NA,NA,NA,NA,"",-33.5916,115.23785,20141212,"08:23:00","Geographe.Bay","Fished",NA,17.6,"Lauren","Yes","Yes",NA
"300","2014-12_Geographe.Bay_stereoBRUVs","12RC3","1","08:32:00",NA,"Geographe Bay","Multiple Use Zone","17.9","","","","Lauren","Lizzy","","","",5,6,"","2",NA,NA,NA,NA,NA,NA,"",-33.5914667,115.24145,20141212,"08:32:00","Geographe.Bay","Fished",NA,17.9,"Lauren","Yes","Yes",NA
"301","2014-12_Geographe.Bay_stereoBRUVs","12RC4","","11:11:00",NA,"Geographe Bay","","14.9","","","","N/A","N/A","","N","N",17,18,"","",NA,NA,NA,NA,NA,NA,"FACING UPSIDEDOWN NO DEAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2014-12_Geographe.Bay_stereoBRUVs","12RC5","1","11:16:00",NA,"Geographe Bay","Multiple Use Zone","14.2","","","","Lizzy","Lauren","","","",23,24,"","1",NA,NA,NA,NA,NA,NA,"",-33.5621333,115.3443,20141212,"11:16:00","Geographe.Bay","Fished",NA,14.2,"Lizzy","Yes","Yes",NA
"303","2014-12_Geographe.Bay_stereoBRUVs","12RC6","2","11:22:00",NA,"Geographe Bay","Multiple Use Zone","14.7","Logan","18.08.20","","laura","Laura","Logan","","",11,12,"","4L",NA,NA,NA,NA,NA,NA,"",-33.5711,115.3481333,20141212,"11:22:00","Geographe.Bay","Fished",NA,14.7,"laura","Yes","Yes",NA
"304","2014-12_Geographe.Bay_stereoBRUVs","12RC7","2","13:38:00",NA,"Geographe Bay","Multiple Use Zone","15.2","Logan","","","laura","Lauren","Logan","","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5118,115.41785,20141212,"13:38:00","Geographe.Bay","Fished",NA,15.2,"laura","Yes","Yes",NA
"305","2014-12_Geographe.Bay_stereoBRUVs","12RC8","2","13:41:00",NA,"Geographe Bay","Multiple Use Zone","14.1","Logan","4.08.20","","laura","Lauren","Logan","","",21,22,"","4",NA,NA,NA,NA,NA,NA,"",-33.5148667,115.41815,20141212,"13:41:00","Geographe.Bay","Fished",NA,14.1,"laura","Yes","Yes",NA
"306","2014-12_Geographe.Bay_stereoBRUVs","12RC9","2","13:48:00",NA,"Geographe Bay","Multiple Use Zone","14.5","","","","Lauren","Laura","","","",15,16,"","3R 4L",NA,NA,NA,NA,NA,NA,"",-33.5162167,115.4064167,20141212,"13:48:00","Geographe.Bay","Fished",NA,14.5,"Lauren","Yes","Yes",NA
"307","2014-12_Geographe.Bay_stereoBRUVs","13RC1","2","06:11:00",NA,"Geographe Bay","Multiple Use Zone","13.8","Logan (opcode: 23)","17.08.20","","Lauren","Damo","Logan (opcode: 23)","","",9,10,"","3",NA,NA,NA,NA,NA,NA,"",-33.5059833,115.43075,20141213,"06:11:00","Geographe.Bay","Fished",NA,13.8,"Lauren","Yes","Yes",NA
"308","2014-12_Geographe.Bay_stereoBRUVs","13RC10","","13:21:00",NA,"Geographe Bay","","30.6","","","","N/A","N/A","","N","N",9,10,"","3",NA,NA,NA,NA,NA,NA,"Facing up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2014-12_Geographe.Bay_stereoBRUVs","13RC11","2","13:23:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","31","Logan","16.07.20","","Laura","Damo","Logan","","",19,20,"","3",NA,NA,NA,NA,NA,NA,"",-33.3740333,115.36925,20141213,"13:23:00","Geographe.Bay","Fished",NA,31,"Laura","Yes","Yes",NA
"310","2014-12_Geographe.Bay_stereoBRUVs","13RC12","2","13:25:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","31.3","Logan","17.08.20","","Laura","Laura","Logan","","",5,6,"","3",NA,NA,NA,NA,NA,NA,"R vid cuts out at 8 min-could not measure all",-33.3743667,115.3668167,20141213,"13:25:00","Geographe.Bay","Fished",NA,31.3,"Laura","Yes","Yes",NA
"311","2014-12_Geographe.Bay_stereoBRUVs","13RC13","3","13:31:00",NA,"Geographe Bay","","31.1","","","","Lizzy","Damo","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.3754833,115.3631167,20141213,"13:31:00","Geographe.Bay","Fished",NA,31.1,"Lizzy","Yes","Yes",NA
"312","2014-12_Geographe.Bay_stereoBRUVs","13RC14","","13:33:00",NA,"Geographe Bay","","32.2","","","","N/A","N/A","","N","N",13,14,"","5L 3R",NA,NA,NA,NA,NA,NA,"Facing up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2014-12_Geographe.Bay_stereoBRUVs","13RC15","2","13:39:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","32.5","Logan","17.08.20","","Laura","Lizzy","Logan","","",15,16,"","3",NA,NA,NA,NA,NA,NA,"Cuts out at 47minutes",-33.3768333,115.3559333,20141213,"13:39:00","Geographe.Bay","Fished",NA,32.5,"Laura","Yes","Yes",NA
"314","2014-12_Geographe.Bay_stereoBRUVs","13RC2","2","06:27:00",NA,"Geographe Bay","Multiple Use Zone","13.4","(opcode sheet says: 87)","","","Lizzy","Damo","(opcode sheet says: 87)","","",25,26,"","3",NA,NA,NA,NA,NA,NA,"",-33.49485,115.45595,20141213,"06:27:00","Geographe.Bay","Fished",NA,13.4,"Lizzy","Yes","Yes",NA
"315","2014-12_Geographe.Bay_stereoBRUVs","13RC3","2","08:00:00",NA,"Geographe Bay","Multiple Use Zone","13.6","(opcode sheet says: 791)","","","Lauren","Laura","(opcode sheet says: 791)","","",23,24,"","3",NA,NA,NA,NA,NA,NA,"",-33.4839333,115.45155,20141213,"08:00:00","Geographe.Bay","Fished",NA,13.6,"Lauren","Yes","Yes",NA
"316","2014-12_Geographe.Bay_stereoBRUVs","13RC4","2","08:30:00",NA,"Geographe Bay","Multiple Use Zone","19.5","Logan","18.08.20","","Lizzy","Laura","Logan","","",13,14,"","3",NA,NA,NA,NA,NA,NA,"",-33.4993833,115.3964667,20141213,"08:30:00","Geographe.Bay","Fished",NA,19.5,"Lizzy","Yes","Yes",NA
"317","2014-12_Geographe.Bay_stereoBRUVs","13RC5","3","10:05:00",NA,"Geographe Bay","Multiple Use Zone","26.8","","","","Lizzy","Damo","","","",15,16,"","5",NA,NA,NA,NA,NA,NA,"",-33.4839333,115.4656167,20141213,"10:05:00","Geographe.Bay","Fished",NA,26.8,"Lizzy","Yes","Yes",NA
"318","2014-12_Geographe.Bay_stereoBRUVs","13RC6","2","13:07:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","29.7","","","","Lauren","Laura","","","",15,16,"","3L",NA,NA,NA,NA,NA,NA,"",-33.3809667,115.3892333,20141213,"13:07:00","Geographe.Bay","Fished",NA,29.7,"Lauren","Yes","Yes",NA
"319","2014-12_Geographe.Bay_stereoBRUVs","13RC7","3","13:10:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","29.5","","","","Lizzy","Damo","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.3774333,115.38605,20141213,"13:10:00","Geographe.Bay","Fished",NA,29.5,"Lizzy","Yes","Yes",NA
"320","2014-12_Geographe.Bay_stereoBRUVs","13RC8","2","13:14:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","30.4","Logan","13.8.20","","Lizzy","Laura","Logan","","",23,24,"","3",NA,NA,NA,NA,NA,NA,"",-33.3726,115.3791,20141213,"13:14:00","Geographe.Bay","Fished",NA,30.4,"Lizzy","Yes","Yes",NA
"321","2014-12_Geographe.Bay_stereoBRUVs","13RC9","2","13:18:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","30.9","Logan","17.08.20","","Lauren","Laura","Logan","","",17,18,"","3L",NA,NA,NA,NA,NA,NA,"",-33.3730667,115.3747833,20141213,"13:18:00","Geographe.Bay","Fished",NA,30.9,"Lauren","Yes","Yes",NA
"322","2014-12_Geographe.Bay_stereoBRUVs","375(2)","","13:39:00",NA,"Geographe Bay","","17.7","","","","Lizzy","Laura","","","",15,16,"","3",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2014-12_Geographe.Bay_stereoBRUVs","67(2)","","13:58",NA,"Geographe Bay","","39.4","","","","Damo","Laura","","","",15,16,"Y","1",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2014-12_Geographe.Bay_stereoBRUVs","69(2)","","06:37",NA,"Geographe Bay","","28.5","","","","Lizzy","Lauren","","","",13,14,"Y","1",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2014-12_Geographe.Bay_stereoBRUVs","GBR1-1","2","12:02",NA,"Geographe Bay","","17.3","","","","Laura","Lauren","","","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5936167,115.19625,20141217,"12:02:00","Geographe.Bay","Fished",NA,17.3,"Laura","Yes","Yes",NA
"326","2014-12_Geographe.Bay_stereoBRUVs","GBR1-2","2","12:05",NA,"Geographe Bay","Multiple Use Zone","16","Logan","11.8.20","","Lizzy","Lauren","Logan","","",21,22,"","4",NA,NA,NA,NA,NA,NA,"",-33.5936,115.1995333,20141217,"12:05:00","Geographe.Bay","Fished",NA,16,"Lizzy","Yes","Yes",NA
"327","2014-12_Geographe.Bay_stereoBRUVs","GBR1-3","2","12:07",NA,"Geographe Bay","Habitat Protection Zone","15.8","Logan ","11.8.20","","Damon","Lauren","Logan ","","",19,20,"","4",NA,NA,NA,NA,NA,NA,"",-33.5937833,115.2022833,20141217,"12:07:00","Geographe.Bay","Fished",NA,15.8,"Damon","Yes","Yes",NA
"328","2014-12_Geographe.Bay_stereoBRUVs","GBR1-4","2","12:09",NA,"Geographe Bay","Habitat Protection Zone","16.8","Logan","12.8.20","","Lauren","Lauren","Logan","","",15,16,"","4",NA,NA,NA,NA,NA,NA,"",-33.59345,115.2055167,20141217,"12:09:00","Geographe.Bay","Fished",NA,16.8,"Lauren","Yes","Yes",NA
"329","2014-12_Geographe.Bay_stereoBRUVs","GBR2-1","1","13:40",NA,"Geographe Bay","","17.7","","","","Laura","Lizzy","","","",11,12,"","2",NA,NA,NA,NA,NA,NA,"",-33.5938333,115.19065,20141217,"13:40:00","Geographe.Bay","Fished",NA,17.7,"Laura","Yes","Yes",NA
"330","2014-12_Geographe.Bay_stereoBRUVs","GBR2-2","1","13:42",NA,"Geographe Bay","","16.2","","","","Laura","Lauren","","","",23,24,"","2",NA,NA,NA,NA,NA,NA,"",-33.5940167,115.1883833,20141217,"13:42:00","Geographe.Bay","Fished",NA,16.2,"Laura","Yes","Yes",NA
"331","2014-12_Geographe.Bay_stereoBRUVs","GBR2-3","1","13:44",NA,"Geographe Bay","","16.4","","","","Lauren","Ronen","","","",17,18,"","2",NA,NA,NA,NA,NA,NA,"",-33.5940667,115.1864833,20141217,"13:44:00","Geographe.Bay","Fished",NA,16.4,"Lauren","Yes","Yes",NA
"332","2014-12_Geographe.Bay_stereoBRUVs","GBR2-4","1","13:38",NA,"Geographe Bay","","16.2","","","","Lizzy","N/A","","","N",25,26,"","2",NA,NA,NA,NA,NA,NA,"Right cam didn't record?",-33.59365,115.193,20141217,"13:38:00","Geographe.Bay","Fished",NA,16.2,"Lizzy","Yes","Yes",NA
"333","2014-12_Geographe.Bay_stereoBRUVs","GBR3-1","1","13:53",NA,"Geographe Bay","","17.6","","","","Lauren","Lizzy","","","",19,20,"","2",NA,NA,NA,NA,NA,NA,"",-33.5944667,115.1819333,20141217,"13:53:00","Geographe.Bay","Fished",NA,17.6,"Lauren","Yes","Yes",NA
"334","2014-12_Geographe.Bay_stereoBRUVs","GBR3-2","","13:30",NA,"Geographe Bay","","17.9","","","","Lauren","N/A","","","N",15,16,"","2",NA,NA,NA,NA,NA,NA,"Rightcam cuts out 1 min",-33.59365,115.193,20141217,"13:30:00","Geographe.Bay","Fished",NA,17.9,"Lauren","Yes","Yes",NA
"335","2014-12_Geographe.Bay_stereoBRUVs","GBR3-3","1","13:47",NA,"Geographe Bay","","17","","","","Lizzy","Lizzy","","","",9,10,"","2",NA,NA,NA,NA,NA,NA,"",-33.59365,115.1839667,20141217,"13:47:00","Geographe.Bay","Fished",NA,17,"Lizzy","Yes","Yes",NA
"336","2014-12_Geographe.Bay_stereoBRUVs","GBR3-4","1","13:46",NA,"Geographe Bay","","16.6","","","","Lauren","Lizzy","","","",13,14,"","2",NA,NA,NA,NA,NA,NA,"",-33.5938667,115.1851,20141217,"13:46:00","Geographe.Bay","Fished",NA,16.6,"Lauren","Yes","Yes",NA
"337","2014-12_Geographe.Bay_stereoBRUVs","GBR4-1","2","12:11",NA,"Geographe Bay","Habitat Protection Zone","16.1","Logan","12.8.20","","Damon","Lauren","Logan","","",9,10,"","4",NA,NA,NA,NA,NA,NA,"",-33.5933333,115.2080833,20141217,"12:11:00","Geographe.Bay","Fished",NA,16.1,"Damon","Yes","Yes",NA
"338","2014-12_Geographe.Bay_stereoBRUVs","GBR4-2","1","12:13",NA,"Geographe Bay","Habitat Protection Zone","16.3","Hayley","8.8.20","","Lauren","Lauren","Hayley","","",13,14,"","2",NA,NA,NA,NA,NA,NA,"",-33.5928333,115.2102333,20141217,"12:13:00","Geographe.Bay","Fished",NA,16.3,"Lauren","Yes","Yes",NA
"339","2014-12_Geographe.Bay_stereoBRUVs","GBR5-1","1","12:15",NA,"Geographe Bay","Habitat Protection Zone","16.2","Hayley","11.8.20","","Laura","Ronen","Hayley","","",17,18,"","2",NA,NA,NA,NA,NA,NA,"",-33.5932167,115.2119333,20141217,"12:15:00","Geographe.Bay","Fished",NA,16.2,"Laura","Yes","Yes",NA
"340","2014-12_Geographe.Bay_stereoBRUVs","GBR5-2","1","12:17",NA,"Geographe Bay","Habitat Protection Zone","16.6","Hayley","8.8.20","","Laura","Lizzy","Hayley","","",23,24,"","2",NA,NA,NA,NA,NA,NA,"",-33.5927333,115.2148,20141217,"12:17:00","Geographe.Bay","Fished",NA,16.6,"Laura","Yes","Yes",NA
"341","2014-12_Geographe.Bay_stereoBRUVs","GBR5-3","2","12:19",NA,"Geographe Bay","Habitat Protection Zone","16.4","Logan ","13.8.20","","Lizzy","Lauren","Logan ","","",11,12,"","4",NA,NA,NA,NA,NA,NA,"Rightcam cuts out at 52 mins - M. australis not measured",-33.5924167,115.2175167,20141217,"12:19:00","Geographe.Bay","Fished",NA,16.4,"Lizzy","Yes","Yes",NA
"342","2014-12_Geographe.Bay_stereoBRUVs","GBR-BOB","3","12:23",NA,"Geographe Bay","","16.7","","","","Lizzy","Lizzy","","","",25,26,"","5",NA,NA,NA,NA,NA,NA,"",-33.59235,115.2205667,20141217,"12:23:00","Geographe.Bay","Fished",NA,16.7,"Lizzy","Yes","Yes",NA
"343","2014-12_Geographe.Bay_stereoBRUVs","RB1","1","06:49",NA,"Geographe Bay","Multiple Use Zone","28","Hayley ","11.8.20","","Lizzy","Laura","Hayley ","","",25,26,"Y","1",NA,NA,NA,NA,NA,NA,"BLACK HOUSING",-33.53455,115.2176667,20141209,"06:49:00","Geographe.Bay","Fished",NA,28,"Lizzy","Yes","Yes",NA
"344","2014-12_Geographe.Bay_stereoBRUVs","RB2","1","09:39",NA,"Geographe Bay","Multiple Use Zone","30","Hayley ","11.8.20","","Lizzy","Laura","Hayley ","","",13,14,"Y","1",NA,NA,NA,NA,NA,NA,"L CARD 83 DODGY",-33.5085667,115.2254833,20141209,"09:39:00","Geographe.Bay","Fished",NA,30,"Lizzy","Yes","Yes",NA
"345","2014-12_Geographe.Bay_stereoBRUVs","RC1","1","10:09",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","34.2","Hayley ","12.8.20","","Laura","Lizzy","Hayley ","","",17,18,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.4628,115.23995,20141209,"10:09:00","Geographe.Bay","Fished",NA,34.2,"Laura","Yes","Yes",NA
"346","2014-12_Geographe.Bay_stereoBRUVs","RC2","1","10:34",NA,"Geographe Bay","Multiple Use Zone","34.3","Hayley ","12.8.20","","Lizzy","Lauren","Hayley ","","",11,12,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.48635,115.1780333,20141209,"10:34:00","Geographe.Bay","Fished",NA,34.3,"Lizzy","Yes","Yes",NA
"347","2014-12_Geographe.Bay_stereoBRUVs","RC3","1","13:11",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","35","Hayley ","12.8.20","","Lauren","Lizzy","Hayley ","","",19,20,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.4704833,115.1684167,20141209,"13:11:00","Geographe.Bay","Fished",NA,35,"Lauren","Yes","Yes",NA
"348","2014-12_Geographe.Bay_stereoBRUVs","RC3(2)","1","13:35",NA,"Geographe Bay","","38.5","","","","Lauren","Lizzy","","","",5,6,"Y","1",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
