"","x","sample","uwa.con.number","date","time","site","location","status","depth","maxn.analyst","maxn.complete.yyyymmdd","maxn.checker","curtin.observer","curtin.length.analyst","observer","successful.count","successful.length","left.cam","right.cam","video.notes","con.hdd.number","raw.hdd.number","habitat.image.saved","vis.in.metres","habitat.classification","length.analyst","length.complete.date.yyyymmdd","notes","latitude","longitude"
"118","2014-12_Geographe.Bay_stereoBRUVs","167","3","2014-12-16","09:25:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","14.4","Logan","29.08.20","Brooke Gibbons","Laura","Damo","Logan","Yes","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.4627333,115.4805667
"119","2014-12_Geographe.Bay_stereoBRUVs","170","2","2014-12-16","13:39:00",NA,"Geographe Bay","National Park Zone","15.8","Logan","10.8.20","Brooke Gibbons","Lizzy","Lauren","Logan","Yes","",21,22,"","4",NA,NA,NA,NA,NA,NA,"",-33.54165,115.3698333
"120","2014-12_Geographe.Bay_stereoBRUVs","183","2","2014-12-15","13:29:00",NA,"Geographe Bay","Multiple Use Zone","22.6","Logan","16.07.20","Brooke Gibbons","Lizzy","Laura","Logan","Yes","",9,10,"","3",NA,NA,NA,NA,NA,NA,"",-33.5687667,115.2488
"121","2014-12_Geographe.Bay_stereoBRUVs","175","2","2014-12-15","06:34:00",NA,"Geographe Bay","","28.5","","","","Lizzy","Lauren","","","",19,20,"","4",NA,NA,NA,NA,NA,NA,"",-33.5518167,115.12275
"122","2014-12_Geographe.Bay_stereoBRUVs","176","2","2014-12-15","06:59:00",NA,"Geographe Bay","","15.4","","","","Lizzy","Laura","","","",11,12,"","3",NA,NA,NA,NA,NA,NA,"",-33.59,115.1290667
"123","2014-12_Geographe.Bay_stereoBRUVs","196","2","2014-12-16","12:49:00",NA,"Geographe Bay","Multiple Use Zone","15.9","Logan","5.8.20","Brooke Gibbons","Lauren","Damo","Logan","Yes","",25,26,"","3",NA,NA,NA,NA,NA,NA,"",-33.5098167,115.4045
"124","2014-12_Geographe.Bay_stereoBRUVs","192","2","2014-12-14","11:19:00",NA,"Geographe Bay","","4.9","","","","Lizzy","Laura","","","",13,14,"","3",NA,NA,NA,NA,NA,NA,"",-33.4273167,115.5755833
"125","2014-12_Geographe.Bay_stereoBRUVs","207","1","2014-12-12","08:06:00",NA,"Geographe Bay","Habitat Protection Zone","23.3","Hayley","4.8.20","Logan Penman","Lizzy","Tamy","Hayley","Yes","",11,12,"","2",NA,NA,NA,NA,NA,NA,"",-33.5738333,115.23165
"126","2014-12_Geographe.Bay_stereoBRUVs","199","","2014-12-15","10:53:00",NA,"Geographe Bay","","15.2","","","","Lizzy","Lizzy","","","",17,18,"","5R",NA,NA,NA,NA,NA,NA,"",-33.5975167,115.2108833
"127","2014-12_Geographe.Bay_stereoBRUVs","202","2","2014-12-17","06:04:00",NA,"Geographe Bay","","9.8","","","","Lauren","Lauren","","","",9,10,"","4",NA,NA,NA,NA,NA,NA,"",-33.5779333,115.4117167
"128","2014-12_Geographe.Bay_stereoBRUVs","224","1","2014-12-16","06:59:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","16.5","Hayley","4.8.20","Logan Penman","Lauren","Lizzy","Hayley","Yes","",23,24,"","2",NA,NA,NA,NA,NA,NA,"",-33.4189,115.5035833
"129","2014-12_Geographe.Bay_stereoBRUVs","208","2","2014-12-14","11:03:00",NA,"Geographe Bay","","7.2","","","","Lizzy","Laura","","","",19,20,"","3",NA,NA,NA,NA,NA,NA,"",-33.3873,115.5742333
"130","2014-12_Geographe.Bay_stereoBRUVs","215","","2014-12-15","10:45:00",NA,"Geographe Bay","","14.1","","","","Lizzy","N/A","","","N",9,10,"","4R",NA,NA,NA,NA,NA,NA,"LEFT CAM FAIL",-33.6065667,115.2241167
"131","2014-12_Geographe.Bay_stereoBRUVs","218","3","2014-12-17","09:46:00",NA,"Geographe Bay","","14.7","","","","Laura","Laura","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.5954833,115.3030667
"132","2014-12_Geographe.Bay_stereoBRUVs","240","3","2014-12-16","08:56:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","18.9","Logan","24.08.20","Brooke Gibbons","Lizzy","Damo","Logan","Yes","",13,14,"","5",NA,NA,NA,NA,NA,NA,"UPSIDE DOWN, GOOD",-33.4387833,115.4684667
"133","2014-12_Geographe.Bay_stereoBRUVs","234","3","2014-12-17","10:03:00",NA,"Geographe Bay","","9.3","","","","Laura","Damo","","","",13,14,"","5",NA,NA,NA,NA,NA,NA,"",-33.6031667,115.3602167
"134","2014-12_Geographe.Bay_stereoBRUVs","236","3","2014-12-16","10:45:00",NA,"Geographe Bay","","13.1","","","","Lauren","Lizzy","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.4949167,115.4766833
"135","2014-12_Geographe.Bay_stereoBRUVs","256","3","2014-12-14","13:12:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","11.1","Logan","24.08.20","Brooke Gibbons","Lizzy","Damo","Logan","Yes","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.4083167,115.4774833
"136","2014-12_Geographe.Bay_stereoBRUVs","247","2","2014-12-15","06:30:00",NA,"Geographe Bay","","26.4","","","","Lizzy","Lauren","","","",15,16,"","4",NA,NA,NA,NA,NA,NA,"",-33.5561,115.1345167
"137","2014-12_Geographe.Bay_stereoBRUVs","250","","2014-12-16","15:17:00",NA,"Geographe Bay","","10","","","","Laura","N/A","","","N",5,6,"","5R",NA,NA,NA,NA,NA,NA,"LEFT FAIL",-33.5628167,115.4223667
"138","2014-12_Geographe.Bay_stereoBRUVs","270","2","2014-12-13","06:00:00",NA,"Geographe Bay","Multiple Use Zone","13.7","Logan ","21.07.20","Brooke Gibbons","Laura","Lauren","Logan ","Yes","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.52045,115.4206
"139","2014-12_Geographe.Bay_stereoBRUVs","267","2","2014-12-15","06:22:00",NA,"Geographe Bay","","23.2","","","","Lizzy","Lauren","","","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5707,115.1362
"140","2014-12_Geographe.Bay_stereoBRUVs","271","2","2014-12-12","06:06:00",NA,"Geographe Bay","Habitat Protection Zone","27.3","Logan ","21.07.20","Brooke Gibbons","Laura","Lauren","Logan ","Yes","",21,22,"","4",NA,NA,NA,NA,NA,NA,"",-33.5937,115.2133167
"141","2014-12_Geographe.Bay_stereoBRUVs","272","3","2014-12-14","08:37:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","11.7","Logan (ends 54:39)","24.08.20","Brooke Gibbons","Lizzy","Damo","Logan (ends 54:39)","Yes","",25,26,"","5",NA,NA,NA,NA,NA,NA,"",-33.3815,115.4879333
"142","2014-12_Geographe.Bay_stereoBRUVs","282","3","2014-12-17","08:02:00",NA,"Geographe Bay","Multiple Use Zone","18.2","Logan","25.08.20","Brooke Gibbons","Laura","Damo","Logan","Yes","",15,16,"","5",NA,NA,NA,NA,NA,NA,"",-33.5571833,115.3322333
"143","2014-12_Geographe.Bay_stereoBRUVs","279","","2014-12-16","11:32:00",NA,"Geographe Bay","Multiple Use Zone","14.2","","","","Lizzy","N/A","","","No",25,26,"","4",NA,NA,NA,NA,NA,NA,"LEFT FAIL",-33.5011833,115.4379167
"144","2014-12_Geographe.Bay_stereoBRUVs","287","2","2014-12-15","10:50:00",NA,"Geographe Bay","Habitat Protection Zone","16.4","Logan","27.07.20","Brooke Gibbons","Lizzy","Lauren","Logan","Yes","",13,14,"","4",NA,NA,NA,NA,NA,NA,"",-33.5940333,115.2189
"145","2014-12_Geographe.Bay_stereoBRUVs","288","3","2014-12-16","09:29:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","14.3","Logan","31.08.20","Brooke Gibbons","Laura","Damo","Logan","Yes","",5,6,"","5",NA,NA,NA,NA,NA,NA,"",-33.4709833,115.4775833
"146","2014-12_Geographe.Bay_stereoBRUVs","316","","2014-12-14","10:49:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","9.3","","","","Lauren","Lizzy","","","",15,16,"","BH",NA,NA,NA,NA,NA,NA,"",-33.3839667,115.5281667
"147","2014-12_Geographe.Bay_stereoBRUVs","295","3","2014-12-16","15:50:00",NA,"Geographe Bay","","2.5","","","","Lauren","Damo","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.5555333,115.46605
"148","2014-12_Geographe.Bay_stereoBRUVs","298","2","2014-12-15","06:56:00",NA,"Geographe Bay","","18.1","","","","Lauren","Lauren","","","",23,24,"","4",NA,NA,NA,NA,NA,NA,"",-33.5825167,115.1301333
"149","2014-12_Geographe.Bay_stereoBRUVs","304","2","2014-12-15","10:17:00",NA,"Geographe Bay","","13.7","","","","Lizzy","Lauren","","","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5958333,115.1453667
"150","2014-12_Geographe.Bay_stereoBRUVs","314","2","2014-12-15","09:03:00",NA,"Geographe Bay","","20","","","","Lizzy","Laura","","","",5,6,"","3",NA,NA,NA,NA,NA,NA,"",-33.5869,115.1628333
"151","2014-12_Geographe.Bay_stereoBRUVs","320","3","2014-12-16","08:49:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.1","Logan","","","Lauren","Damo","Logan","","",17,18,"","5",NA,NA,NA,NA,NA,NA,"LANDS FACING UP THEN FALLS GOOD AT 15MINS",-33.4417833,115.49575
"152","2014-12_Geographe.Bay_stereoBRUVs","327","2","2014-12-14","14:10:00",NA,"Geographe Bay","Multiple Use Zone","11.8","Logan","6.8.20","Brooke Gibbons","Damon","Laura","Logan","Yes","",15,16,"","3",NA,NA,NA,NA,NA,NA,"",-33.4892333,115.3942
"153","2014-12_Geographe.Bay_stereoBRUVs","331","2","2014-12-15","13:46:00",NA,"Geographe Bay","Multiple Use Zone","14.3","Logan","22.07.20","Brooke Gibbons - check wrasse with Todd","Lizzy","Laura","Logan","Yes","",5,6,"","3",NA,NA,NA,NA,NA,NA,"",-33.6030833,115.2530333
